Accession_ID	Chr	Start	End	Strand	Length	A_1_1	A_1_2	A_1_3	A_2_1	A_2_2	A_2_3	A_3_1	A_3_2	A_3_3	A_4_1	A_4_2	A_4_3	A_5_1	A_5_2	A_5_3	A_6_1	A_6_2	A_6_3	A_7_1	A_7_2	A_7_3	A_8_1	A_8_2	A_8_3
lcl|NZ_CP011339.1_cds_WP_052277539.1_4140	lcl|NZ_CP011339.1_cds_WP_052277539.1_4140	1	615	+	615	1242	2370	509	675	429	181	681	694	578	1851	642	519	635	84	216	163	125	220	93	195	176	320	174	108
lcl|NZ_CP011339.1_cds_VL20_RS19720_4144	lcl|NZ_CP011339.1_cds_VL20_RS19720_4144	1	441	+	441	119	243	48	77	64	29	60	119	41	137	169	71	88	28	54	30	8	0	22	30	14	24	8	7
lcl|NZ_CP011339.1_cds_WP_002790182.1_4145	lcl|NZ_CP011339.1_cds_WP_002790182.1_4145	1	216	+	216	133	200	120	80	68	86	56	116	96	63	154	120	88	27	38	19	21	12	25	33	28	22	13	27
lcl|NZ_CP011339.1_cds_WP_002790181.1_4146	lcl|NZ_CP011339.1_cds_WP_002790181.1_4146	1	789	+	789	909	3115	1061	764	841	454	629	672	652	954	1617	951	938	106	179	104	86	136	114	215	129	119	121	99
lcl|NZ_CP011339.1_cds_WP_052277542.1_4147	lcl|NZ_CP011339.1_cds_WP_052277542.1_4147	1	711	+	711	323	382	170	234	278	125	315	452	253	270	401	219	223	123	156	118	105	171	158	203	201	136	82	82
lcl|NZ_CP011339.1_cds_WP_052278521.1_4148	lcl|NZ_CP011339.1_cds_WP_052278521.1_4148	1	834	+	834	363	325	132	276	255	111	219	293	97	478	284	219	331	90	81	113	134	164	94	71	70	111	200	71
lcl|NZ_CP011339.1_cds_VL20_RS19760_4151	lcl|NZ_CP011339.1_cds_VL20_RS19760_4151	1	1119	+	1119	566	942	459	624	616	389	537	664	474	790	537	563	405	117	222	117	109	103	141	250	209	138	144	93
lcl|NZ_CP011339.1_cds_VL20_RS19765_4152	lcl|NZ_CP011339.1_cds_VL20_RS19765_4152	1	123	+	123	8	6	0	12	4	2	6	2	5	14	2	2	12	2	4	4	0	0	0	0	0	0	0	0
lcl|NZ_CP011339.1_cds_WP_260441297.1_4158	lcl|NZ_CP011339.1_cds_WP_260441297.1_4158	1	132	+	132	3	20	1	10	3	1	0	2	0	6	1	1	6	0	0	0	0	0	4	0	0	0	0	0
lcl|NZ_CP011339.1_cds_WP_052277549.1_4161	lcl|NZ_CP011339.1_cds_WP_052277549.1_4161	1	561	+	561	3645	4715	1351	3229	2535	1153	5097	6508	2115	3879	1999	1391	2307	1693	2397	1094	685	642	2725	3371	3738	901	1239	448
lcl|NZ_CP011339.1_cds_VL20_RS29610_4164	lcl|NZ_CP011339.1_cds_VL20_RS29610_4164	1	93	+	93	16	4	0	11	7	2	11	6	2	4	0	0	10	0	12	0	0	0	0	4	4	8	0	0
lcl|NZ_CP011339.1_cds_WP_369800478.1_4166	lcl|NZ_CP011339.1_cds_WP_369800478.1_4166	1	177	+	177	3	1	3	2	0	1	2	4	0	6	10	9	2	0	2	0	0	0	0	0	0	8	2	0
lcl|NZ_CP011339.1_cds_WP_249264819.1_4167	lcl|NZ_CP011339.1_cds_WP_249264819.1_4167	1	270	+	270	11	6	6	5	2	4	0	0	2	5	13	13	3	0	1	0	6	2	0	0	2	4	2	0
lcl|NZ_CP011339.1_cds_WP_052277553.1_4168	lcl|NZ_CP011339.1_cds_WP_052277553.1_4168	1	309	+	309	166	229	136	109	59	65	39	70	93	178	196	110	130	46	82	38	28	63	24	65	51	60	67	39
lcl|NZ_CP011339.1_cds_VL20_RS19825_4169	lcl|NZ_CP011339.1_cds_VL20_RS19825_4169	1	840	+	840	163	186	89	163	115	84	118	140	50	255	248	127	136	50	81	60	31	61	27	41	36	36	67	20
lcl|NZ_CP011339.1_cds_WP_052277557.1_4173	lcl|NZ_CP011339.1_cds_WP_052277557.1_4173	1	918	+	918	155	139	76	122	105	69	270	349	187	98	131	61	111	66	100	34	56	102	213	281	278	40	29	15
lcl|NZ_CP011339.1_cds_WP_002790144.1_4188	lcl|NZ_CP011339.1_cds_WP_002790144.1_4188	1	294	+	294	14546	7624	9347	5783	4104	3082	5954	7713	5863	5556	8781	6573	10362	2513	4148	885	885	1549	1248	1989	1635	1101	1334	1517
lcl|NZ_CP011339.1_cds_VL20_RS19945_4191	lcl|NZ_CP011339.1_cds_VL20_RS19945_4191	1	606	+	606	1100	984	424	885	673	395	1744	2651	752	625	482	425	570	369	343	253	222	266	729	930	1138	173	307	141
lcl|NZ_CP011339.1_cds_WP_052277566.1_4193	lcl|NZ_CP011339.1_cds_WP_052277566.1_4193	1	195	+	195	48	42	2	53	36	5	62	91	2	76	0	11	16	9	6	15	4	2	60	32	37	12	14	0
lcl|NZ_CP011339.1_cds_VL20_RS20050_4212	lcl|NZ_CP011339.1_cds_VL20_RS20050_4212	1	789	+	789	648	779	97	590	626	76	223	287	52	1068	285	191	380	79	119	118	56	82	59	126	123	75	143	33
lcl|NZ_CP011339.1_cds_WP_052277571.1_4217	lcl|NZ_CP011339.1_cds_WP_052277571.1_4217	1	324	+	324	242	211	76	184	143	111	269	307	79	198	116	108	127	42	69	33	22	39	108	147	125	20	34	16
lcl|NZ_CP011339.1_cds_WP_052277576.1_4223	lcl|NZ_CP011339.1_cds_WP_052277576.1_4223	1	912	+	912	579	1742	530	1350	1021	617	3629	3823	2211	6488	2311	2478	362	359	199	236	126	190	540	600	655	411	206	191
lcl|NZ_CP011339.1_cds_WP_052277577.1_4224	lcl|NZ_CP011339.1_cds_WP_052277577.1_4224	1	447	+	447	2139	4297	2513	4860	3531	3374	12179	14140	10635	8899	6372	5894	1353	1991	2764	1344	934	1952	4165	4398	5456	1529	894	1092
lcl|NZ_CP011339.1_cds_VL20_RS33870_4228	lcl|NZ_CP011339.1_cds_VL20_RS33870_4228	1	115	+	115	35	37	47	19	13	15	31	10	15	52	15	22	19	4	8	1	0	4	2	0	4	16	7	9
lcl|NZ_CP011339.1_cds_WP_052277583.1_4231	lcl|NZ_CP011339.1_cds_WP_052277583.1_4231	1	630	+	630	441	376	298	207	208	169	122	199	57	288	311	273	304	153	158	85	59	68	44	42	48	58	158	73
lcl|NZ_CP011339.1_cds_VL20_RS20150_4232	lcl|NZ_CP011339.1_cds_VL20_RS20150_4232	1	771	+	771	1066	1632	582	1059	841	470	1777	2218	1114	1205	665	542	621	393	612	310	246	272	882	1110	1100	363	390	218
lcl|NZ_CP011339.1_cds_WP_052277584.1_4233	lcl|NZ_CP011339.1_cds_WP_052277584.1_4233	1	249	+	249	510	703	289	392	310	188	489	525	366	604	401	368	259	157	141	122	82	72	164	182	201	187	110	58
lcl|NZ_CP011339.1_cds_WP_052277585.1_4234	lcl|NZ_CP011339.1_cds_WP_052277585.1_4234	1	375	+	375	1233	1142	566	1225	1027	517	899	1369	286	1234	812	590	1041	402	459	260	186	154	461	564	489	147	282	110
lcl|NZ_CP011339.1_cds_WP_052277589.1_4239	lcl|NZ_CP011339.1_cds_WP_052277589.1_4239	1	783	+	783	560	781	301	357	322	195	285	348	291	640	407	308	329	204	258	130	175	244	116	216	190	205	107	108
lcl|NZ_CP011339.1_cds_WP_002762438.1_4240	lcl|NZ_CP011339.1_cds_WP_002762438.1_4240	1	1185	+	1185	660	754	757	534	432	465	415	400	533	603	816	675	417	187	186	164	208	198	123	268	199	179	143	144
lcl|NZ_CP011339.1_cds_WP_052277590.1_4241	lcl|NZ_CP011339.1_cds_WP_052277590.1_4241	1	450	+	450	707	530	279	463	463	163	258	367	172	380	448	318	354	173	232	113	57	80	102	125	106	80	96	56
lcl|NZ_CP011339.1_cds_VL20_RS29695_4250	lcl|NZ_CP011339.1_cds_VL20_RS29695_4250	1	783	+	783	39	81	43	78	40	30	115	155	52	56	40	45	44	21	42	10	20	14	65	71	93	9	16	12
lcl|NZ_CP011339.1_cds_WP_052277598.1_4261	lcl|NZ_CP011339.1_cds_WP_052277598.1_4261	1	324	+	324	34	27	8	34	6	3	16	35	5	51	17	11	22	0	7	15	9	10	4	6	8	10	20	2
lcl|NZ_CP011339.1_cds_WP_284525869.1_4265	lcl|NZ_CP011339.1_cds_WP_284525869.1_4265	1	741	+	741	448	1070	269	370	307	168	388	451	177	668	321	290	334	54	128	93	57	82	60	91	99	178	81	45
lcl|NZ_CP011339.1_cds_WP_284525871.1_4268	lcl|NZ_CP011339.1_cds_WP_284525871.1_4268	1	636	+	636	201	372	291	146	115	103	150	202	195	237	257	328	105	14	40	42	24	73	17	30	20	70	24	46
lcl|NZ_CP011339.1_cds_VL20_RS20345_4269	lcl|NZ_CP011339.1_cds_VL20_RS20345_4269	1	531	+	531	111	196	71	87	64	38	78	78	72	129	114	100	57	24	22	15	23	48	24	18	28	42	30	4
lcl|NZ_CP011339.1_cds_WP_002790056.1_4271	lcl|NZ_CP011339.1_cds_WP_002790056.1_4271	1	1068	+	1068	1744	3375	648	1080	996	334	1319	1518	546	2856	703	613	958	176	398	196	155	186	269	419	443	426	170	125
lcl|NZ_CP011339.1_cds_WP_052277605.1_4276	lcl|NZ_CP011339.1_cds_WP_052277605.1_4276	1	1380	+	1380	10545	14966	4456	10502	9194	4430	14908	20894	7342	10782	7556	5288	6931	6165	8396	3647	2971	3159	12160	15352	15487	3323	4660	1785
lcl|NZ_CP011339.1_cds_WP_052277607.1_4279	lcl|NZ_CP011339.1_cds_WP_052277607.1_4279	1	1092	+	1092	1220	1577	1514	837	524	697	2427	3254	2686	860	790	826	751	246	275	240	190	280	1095	1226	1378	331	82	252
lcl|NZ_CP011339.1_cds_WP_002794104.1_4280	lcl|NZ_CP011339.1_cds_WP_002794104.1_4280	1	1410	+	1410	2987	3886	2705	1693	1263	1272	5393	7691	6517	2346	2021	1832	1941	532	632	564	547	714	2841	3091	3570	765	281	454
lcl|NZ_CP011339.1_cds_WP_002794105.1_4281	lcl|NZ_CP011339.1_cds_WP_002794105.1_4281	1	804	+	804	7043	10578	4501	4612	3569	2544	12785	16291	9053	8250	3589	3183	4541	1693	2447	1423	1243	2367	6829	8361	9265	1791	638	744
lcl|NZ_CP011339.1_cds_WP_002790069.1_4282	lcl|NZ_CP011339.1_cds_WP_002790069.1_4282	1	1233	+	1233	8844	13471	11917	6774	4728	6370	16859	24394	20167	6826	8153	8229	5535	2023	3264	1996	1910	2690	9993	11384	11797	2803	997	1821
lcl|NZ_CP011339.1_cds_WP_334311333.1_4283	lcl|NZ_CP011339.1_cds_WP_334311333.1_4283	1	906	+	906	955	1442	1084	615	285	455	2433	2224	2058	795	757	804	309	197	297	138	203	240	1004	1093	1187	204	103	215
lcl|NZ_CP011339.1_cds_WP_052277608.1_4285	lcl|NZ_CP011339.1_cds_WP_052277608.1_4285	1	327	+	327	24	13	9	7	4	4	7	15	13	21	16	10	10	4	0	0	0	2	0	4	6	0	0	0
lcl|NZ_CP011339.1_cds_WP_002790520.1_4286	lcl|NZ_CP011339.1_cds_WP_002790520.1_4286	1	201	+	201	4	51	10	54	18	13	3	19	9	58	28	54	8	10	0	12	6	6	3	2	3	4	2	4
lcl|NZ_CP011339.1_cds_WP_052277612.1_4293	lcl|NZ_CP011339.1_cds_WP_052277612.1_4293	1	219	+	219	88	209	71	53	39	46	99	99	40	132	118	81	46	10	15	8	1	9	11	27	8	24	24	10
lcl|NZ_CP011339.1_cds_VL20_RS20500_4298	lcl|NZ_CP011339.1_cds_VL20_RS20500_4298	1	216	+	216	2417	2911	1656	1528	912	864	2030	2132	1543	1853	1005	1267	1372	555	1112	491	317	1010	947	1089	1152	376	309	286
lcl|NZ_CP011339.1_cds_WP_043996232.1_4299	lcl|NZ_CP011339.1_cds_WP_043996232.1_4299	1	210	+	210	29	11	12	15	9	7	10	21	4	10	23	8	18	4	4	14	10	15	8	5	4	0	28	13
lcl|NZ_CP011339.1_cds_WP_052277616.1_4300	lcl|NZ_CP011339.1_cds_WP_052277616.1_4300	1	1074	+	1074	361	629	295	393	242	203	404	558	292	575	442	291	239	68	73	71	140	128	66	166	113	123	175	122
lcl|NZ_CP011339.1_cds_WP_158499374.1_4301	lcl|NZ_CP011339.1_cds_WP_158499374.1_4301	1	609	+	609	55	36	5	23	7	5	27	52	20	52	54	21	73	10	6	44	30	40	14	12	17	29	52	9
lcl|NZ_CP011339.1_cds_WP_052277618.1_4303	lcl|NZ_CP011339.1_cds_WP_052277618.1_4303	1	417	+	417	83	90	32	84	57	36	42	67	32	85	105	60	88	10	4	22	8	16	0	16	19	1	0	4
lcl|NZ_CP011339.1_cds_WP_052277619.1_4304	lcl|NZ_CP011339.1_cds_WP_052277619.1_4304	1	819	+	819	2403	4741	1304	1653	853	535	1844	2030	2312	3590	1588	1421	1057	285	419	253	303	526	137	362	264	1253	352	384
lcl|NZ_CP011339.1_cds_WP_052277620.1_4305	lcl|NZ_CP011339.1_cds_WP_052277620.1_4305	1	747	+	747	1940	2493	884	628	547	339	794	1092	663	1538	1142	1000	1131	167	242	154	172	230	143	308	241	639	218	192
lcl|NZ_CP011339.1_cds_WP_052277621.1_4306	lcl|NZ_CP011339.1_cds_WP_052277621.1_4306	1	318	+	318	500	585	283	167	143	91	212	230	242	364	316	288	321	51	72	24	36	32	51	88	86	64	67	51
lcl|NZ_CP011339.1_cds_WP_002757707.1_4307	lcl|NZ_CP011339.1_cds_WP_002757707.1_4307	1	318	+	318	609	1155	334	300	282	127	378	365	293	731	498	396	373	41	72	50	67	84	31	115	88	255	84	79
lcl|NZ_CP011339.1_cds_WP_052277622.1_4308	lcl|NZ_CP011339.1_cds_WP_052277622.1_4308	1	456	+	456	1018	1512	751	457	440	286	575	766	747	1087	989	736	591	88	102	145	99	138	88	155	138	376	180	153
lcl|NZ_CP011339.1_cds_WP_260441382.1_4309	lcl|NZ_CP011339.1_cds_WP_260441382.1_4309	1	573	+	573	20132	12640	11024	3854	3680	2496	3613	4340	4573	9054	13206	8848	8750	451	677	524	565	986	372	785	639	2019	638	1128
lcl|NZ_CP011339.1_cds_WP_052277623.1_4310	lcl|NZ_CP011339.1_cds_WP_052277623.1_4310	1	732	+	732	193	209	127	149	109	96	113	222	58	305	68	188	93	32	23	30	14	13	20	34	37	42	29	18
lcl|NZ_CP011339.1_cds_WP_052277624.1_4311	lcl|NZ_CP011339.1_cds_WP_052277624.1_4311	1	666	+	666	166	189	80	176	89	77	125	212	41	197	57	107	89	18	16	26	6	20	9	32	22	35	21	12
lcl|NZ_CP011339.1_cds_WP_052277625.1_4312	lcl|NZ_CP011339.1_cds_WP_052277625.1_4312	1	612	+	612	180	218	68	136	121	62	145	208	51	289	80	117	86	10	30	34	24	24	13	33	27	50	18	24
lcl|NZ_CP011339.1_cds_WP_052277626.1_4313	lcl|NZ_CP011339.1_cds_WP_052277626.1_4313	1	195	+	195	22	90	24	62	23	6	16	34	9	100	44	40	22	2	4	2	2	6	0	0	10	8	10	6
lcl|NZ_CP011339.1_cds_WP_002787544.1_4314	lcl|NZ_CP011339.1_cds_WP_002787544.1_4314	1	330	+	330	20	13	10	18	14	16	4	14	14	14	26	21	28	0	8	0	7	6	6	4	0	10	1	3
lcl|NZ_CP011339.1_cds_VL20_RS33880_4325	lcl|NZ_CP011339.1_cds_VL20_RS33880_4325	1	3039	+	3039	655	964	377	526	540	299	700	777	448	595	485	430	446	305	347	252	140	166	232	331	311	153	168	92
lcl|NZ_CP011339.1_cds_WP_052277636.1_4331	lcl|NZ_CP011339.1_cds_WP_052277636.1_4331	1	321	+	321	899	763	229	655	486	143	743	1056	280	606	344	228	534	366	475	222	212	234	510	662	646	162	326	88
lcl|NZ_CP011339.1_cds_WP_158499375.1_4337	lcl|NZ_CP011339.1_cds_WP_158499375.1_4337	1	306	+	306	479	596	73	466	390	116	287	465	62	591	195	139	355	57	62	63	39	27	90	163	107	40	90	11
lcl|NZ_CP011339.1_cds_WP_002737135.1_4343	lcl|NZ_CP011339.1_cds_WP_002737135.1_4343	1	363	+	363	18	41	45	34	31	30	28	67	67	18	32	29	31	3	40	16	8	7	43	63	35	13	8	14
lcl|NZ_CP011339.1_cds_WP_002737461.1_4344	lcl|NZ_CP011339.1_cds_WP_002737461.1_4344	1	351	+	351	371	368	138	312	269	151	507	604	314	228	196	175	261	177	373	167	93	195	358	400	436	52	59	24
lcl|NZ_CP011339.1_cds_WP_052278530.1_4345	lcl|NZ_CP011339.1_cds_WP_052278530.1_4345	1	309	+	309	195	351	140	274	192	170	294	309	89	306	132	148	187	36	89	41	38	52	76	87	84	52	43	20
lcl|NZ_CP011339.1_cds_WP_052277647.1_4349	lcl|NZ_CP011339.1_cds_WP_052277647.1_4349	1	3756	+	3756	721	881	423	907	703	397	998	1161	670	755	605	421	346	256	370	218	182	261	329	399	384	123	161	76
lcl|NZ_CP011339.1_cds_WP_167341560.1_4355	lcl|NZ_CP011339.1_cds_WP_167341560.1_4355	1	144	+	144	951	1641	25	758	721	25	427	623	16	2128	19	28	773	276	273	153	57	20	126	199	164	296	180	10
lcl|NZ_CP011339.1_cds_WP_043995723.1_4364	lcl|NZ_CP011339.1_cds_WP_043995723.1_4364	1	840	+	840	1003	775	719	442	382	345	416	690	484	416	585	472	701	204	273	91	94	139	308	453	406	178	228	180
lcl|NZ_CP011339.1_cds_VL20_RS29795_4370	lcl|NZ_CP011339.1_cds_VL20_RS29795_4370	1	1021	+	1021	2394	3323	1288	1564	1017	701	1679	2411	1382	2268	1672	1295	1589	269	396	304	344	546	708	968	1076	516	330	213
lcl|NZ_CP011339.1_cds_WP_052277658.1_4371	lcl|NZ_CP011339.1_cds_WP_052277658.1_4371	1	312	+	312	299	235	156	239	151	93	136	223	114	176	307	182	222	17	12	27	16	11	24	53	43	32	19	8
lcl|NZ_CP011339.1_cds_WP_002741035.1_4376	lcl|NZ_CP011339.1_cds_WP_002741035.1_4376	1	207	+	207	729	1008	370	548	394	211	857	1455	803	893	402	323	363	260	392	201	143	197	601	751	721	130	164	90
lcl|NZ_CP011339.1_cds_WP_002790031.1_4378	lcl|NZ_CP011339.1_cds_WP_002790031.1_4378	1	321	+	321	93	240	66	81	62	31	64	79	44	146	189	133	87	7	28	18	13	2	11	26	17	3	5	6
lcl|NZ_CP011339.1_cds_VL20_RS29835_4385	lcl|NZ_CP011339.1_cds_VL20_RS29835_4385	1	951	+	951	2829	4631	1566	1493	937	663	1442	1942	1116	4178	1391	1480	1209	437	733	406	344	381	547	695	834	929	432	422
lcl|NZ_CP011339.1_cds_WP_002790027.1_4389	lcl|NZ_CP011339.1_cds_WP_002790027.1_4389	1	429	+	429	57	46	44	42	34	18	67	67	48	60	46	45	40	13	36	14	7	13	43	39	61	13	0	11
lcl|NZ_CP011339.1_cds_WP_284525875.1_4390	lcl|NZ_CP011339.1_cds_WP_284525875.1_4390	1	1731	+	1731	116	183	48	134	100	55	67	112	32	169	150	105	94	4	0	8	4	20	4	8	18	16	4	0
lcl|NZ_CP011339.1_cds_WP_002790026.1_4391	lcl|NZ_CP011339.1_cds_WP_002790026.1_4391	1	228	+	228	19	83	19	60	51	15	15	44	17	40	41	53	22	2	0	6	4	0	0	12	3	13	2	1
lcl|NZ_CP011339.1_cds_WP_072928127.1_4392	lcl|NZ_CP011339.1_cds_WP_072928127.1_4392	1	291	+	291	14	11	10	0	4	3	2	8	10	10	20	27	2	0	0	2	0	1	0	0	0	0	0	4
lcl|NZ_CP011339.1_cds_WP_052277672.1_4402	lcl|NZ_CP011339.1_cds_WP_052277672.1_4402	1	870	+	870	6031	15298	7854	8171	7247	6041	5692	7824	8244	13313	16223	12644	3347	595	952	819	670	1321	585	862	919	2196	874	1121
lcl|NZ_CP011339.1_cds_WP_004268440.1_4407	lcl|NZ_CP011339.1_cds_WP_004268440.1_4407	1	303	+	303	112	167	171	78	114	146	102	142	126	140	118	100	38	62	96	49	21	58	57	70	88	43	41	66
lcl|NZ_CP011339.1_cds_WP_002790010.1_4411	lcl|NZ_CP011339.1_cds_WP_002790010.1_4411	1	228	+	228	386	495	149	293	385	130	530	758	398	332	189	122	213	123	161	120	94	123	328	445	430	60	61	28
lcl|NZ_CP011339.1_cds_WP_052277678.1_4414	lcl|NZ_CP011339.1_cds_WP_052277678.1_4414	1	276	+	276	2401	3188	840	2453	1944	927	5216	5097	2395	2998	1403	975	1273	1032	1528	672	528	742	2189	2989	2957	590	502	218
lcl|NZ_CP011339.1_cds_VL20_RS21145_4415	lcl|NZ_CP011339.1_cds_VL20_RS21145_4415	1	1000	+	1000	8698	5886	4202	4325	3698	2789	10186	11419	7288	3903	3853	2640	5055	2724	3282	1883	1328	1957	4884	5690	6283	1193	1922	1112
lcl|NZ_CP011339.1_cds_WP_052277683.1_4422	lcl|NZ_CP011339.1_cds_WP_052277683.1_4422	1	216	+	216	910	1637	91	623	579	62	412	602	158	1843	189	153	597	628	529	270	129	86	304	318	404	409	255	42
lcl|NZ_CP011339.1_cds_WP_052278537.1_4428	lcl|NZ_CP011339.1_cds_WP_052278537.1_4428	1	903	+	903	3609	7591	3097	8834	5281	4729	2128	3300	2749	6478	6801	4990	1823	318	320	407	396	480	188	201	180	982	283	419
lcl|NZ_CP011339.1_cds_WP_052277687.1_4429	lcl|NZ_CP011339.1_cds_WP_052277687.1_4429	1	519	+	519	1326	4897	1855	5471	4102	3516	783	1439	1117	7502	8020	6772	989	128	463	130	143	161	131	232	178	158	176	122
lcl|NZ_CP011339.1_cds_WP_008206984.1_4430	lcl|NZ_CP011339.1_cds_WP_008206984.1_4430	1	264	+	264	5273	18667	3239	17521	13802	5184	4213	5481	5151	20165	18252	9514	5989	1279	1509	1271	1005	1440	607	1086	842	4385	558	780
lcl|NZ_CP011339.1_cds_WP_052277688.1_4431	lcl|NZ_CP011339.1_cds_WP_052277688.1_4431	1	1797	+	1797	1346	8481	2582	7739	6351	4067	1633	2674	2168	10062	10357	7299	1946	364	364	393	343	406	196	358	302	1608	256	568
lcl|NZ_CP011339.1_cds_WP_284525878.1_4433	lcl|NZ_CP011339.1_cds_WP_284525878.1_4433	1	4896	+	4896	10313	46398	14433	39363	30101	20450	13706	16154	14701	42559	42314	30568	6964	1329	1674	2707	1461	1984	980	1878	1567	7989	1055	2514
lcl|NZ_CP011339.1_cds_WP_002761930.1_4440	lcl|NZ_CP011339.1_cds_WP_002761930.1_4440	1	1173	+	1173	2224	8167	4310	7301	5888	6552	1598	2211	2301	6070	10303	7741	1653	288	327	388	419	510	163	296	289	1066	282	701
lcl|NZ_CP011339.1_cds_WP_052277696.1_4443	lcl|NZ_CP011339.1_cds_WP_052277696.1_4443	1	765	+	765	349	4065	1100	4476	3625	2580	164	394	179	4752	6826	4184	411	53	109	37	72	75	9	14	30	92	96	51
lcl|NZ_CP011339.1_cds_WP_052277697.1_4444	lcl|NZ_CP011339.1_cds_WP_052277697.1_4444	1	360	+	360	102	315	77	271	203	98	41	87	14	302	238	204	131	17	10	0	6	2	2	12	4	12	6	0
lcl|NZ_CP011339.1_cds_WP_052277698.1_4445	lcl|NZ_CP011339.1_cds_WP_052277698.1_4445	1	561	+	561	26	133	27	78	60	43	18	31	2	62	80	42	10	0	2	2	0	0	4	2	6	0	2	2
lcl|NZ_CP011339.1_cds_WP_052277700.1_4449	lcl|NZ_CP011339.1_cds_WP_052277700.1_4449	1	624	+	624	1737	2915	928	1511	1074	596	3187	3926	1606	2733	1219	1150	888	798	968	479	382	520	1836	2014	2324	564	497	242
lcl|NZ_CP011339.1_cds_WP_052277702.1_4452	lcl|NZ_CP011339.1_cds_WP_052277702.1_4452	1	864	+	864	206	411	153	175	150	160	253	323	215	261	230	182	123	73	125	40	56	86	98	128	128	100	76	50
lcl|NZ_CP011339.1_cds_WP_052277707.1_4458	lcl|NZ_CP011339.1_cds_WP_052277707.1_4458	1	1692	+	1692	27633	34438	19784	25483	19771	17327	20711	24040	17730	33880	33988	29669	15032	7974	12050	7736	6245	9469	7054	9038	9193	7164	5726	5366
lcl|NZ_CP011339.1_cds_WP_158499376.1_4482	lcl|NZ_CP011339.1_cds_WP_158499376.1_4482	1	327	+	327	88	116	54	60	65	50	24	42	18	57	78	55	27	40	28	20	12	24	0	4	6	10	67	28
lcl|NZ_CP011339.1_cds_WP_052277742.1_4502	lcl|NZ_CP011339.1_cds_WP_052277742.1_4502	1	1443	+	1443	3781	3959	2072	4047	1797	1930	1250	1550	1337	1865	1791	1469	1223	778	631	577	471	675	388	441	401	606	452	375
lcl|NZ_CP011339.1_cds_WP_002741315.1_4503	lcl|NZ_CP011339.1_cds_WP_002741315.1_4503	1	930	+	930	42633	126428	40823	34100	20878	15667	2898	2851	1755	25491	29136	19400	19339	4837	5865	6860	3079	11598	969	1272	1231	22582	2661	7062
lcl|NZ_CP011339.1_cds_WP_052277743.1_4504	lcl|NZ_CP011339.1_cds_WP_052277743.1_4504	1	663	+	663	20801	53435	19394	15099	8774	7317	856	793	428	10282	12051	8297	9259	2106	2352	2974	1483	4838	188	281	290	10319	1078	3212
lcl|NZ_CP011339.1_cds_WP_052277744.1_4505	lcl|NZ_CP011339.1_cds_WP_052277744.1_4505	1	3810	+	3810	145311	390128	104183	112367	70908	41787	8790	7637	3880	72734	67449	45163	69491	17667	17814	24722	13118	47075	2452	3038	3124	79903	7759	19703
lcl|NZ_CP011339.1_cds_WP_052277745.1_4506	lcl|NZ_CP011339.1_cds_WP_052277745.1_4506	1	5445	+	5445	105734	273704	85665	83055	48356	33446	10331	9051	4392	52217	55498	36427	52112	13029	15798	17221	7991	25365	2889	3526	3941	52329	6359	14622
lcl|NZ_CP011339.1_cds_WP_052277746.1_4507	lcl|NZ_CP011339.1_cds_WP_052277746.1_4507	1	3963	+	3963	60757	160380	45855	48616	29898	19761	6105	5535	3237	32885	32049	20999	33683	7349	9773	11310	5648	19310	1387	1583	1999	33093	3768	8890
lcl|NZ_CP011339.1_cds_WP_004158563.1_4508	lcl|NZ_CP011339.1_cds_WP_004158563.1_4508	1	1320	+	1320	38087	88015	23992	26292	16658	10541	2328	2409	1853	17506	16221	10737	19683	3707	4419	5418	2475	12921	414	464	612	17033	1639	4638
lcl|NZ_CP011339.1_cds_WP_052277747.1_4509	lcl|NZ_CP011339.1_cds_WP_052277747.1_4509	1	1176	+	1176	18726	43924	22261	15493	9777	9639	1457	1553	1462	7561	15219	10287	10968	2023	2698	3179	1451	6980	406	316	478	10228	1227	4081
lcl|NZ_CP011339.1_cds_WP_002731647.1_4510	lcl|NZ_CP011339.1_cds_WP_002731647.1_4510	1	606	+	606	9878	25142	13455	8272	5065	5859	590	730	612	3714	8061	6011	5436	1078	1545	1625	825	4062	147	187	203	5230	630	2416
lcl|NZ_CP011339.1_cds_WP_052277748.1_4513	lcl|NZ_CP011339.1_cds_WP_052277748.1_4513	1	1302	+	1302	11085	20203	12024	6861	4683	5133	793	968	748	3154	7278	4765	5880	1189	1256	1386	944	2926	242	235	276	4264	736	2021
lcl|NZ_CP011339.1_cds_WP_052277749.1_4514	lcl|NZ_CP011339.1_cds_WP_052277749.1_4514	1	1356	+	1356	19727	34695	10967	11882	8060	4779	1428	1889	1184	6234	7400	4985	9914	1991	1894	2625	1312	4224	532	605	604	6941	1038	1827
lcl|NZ_CP011339.1_cds_WP_052277750.1_4515	lcl|NZ_CP011339.1_cds_WP_052277750.1_4515	1	3099	+	3099	37397	84191	28268	28947	18982	13112	6495	7022	3484	21865	19606	13794	21044	5682	6528	6175	3354	9566	2461	3011	2884	14588	3271	4805
lcl|NZ_CP011339.1_cds_WP_052277753.1_4518	lcl|NZ_CP011339.1_cds_WP_052277753.1_4518	1	510	+	510	78	134	149	55	33	57	40	60	71	64	91	96	61	18	19	7	7	31	13	11	16	21	11	22
