# Program:featureCounts v2.0.6; Command:"featureCounts" "-a" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/phage_pangenome.gff3" "-p" "-t" "gene" "-g" "ID" "-o" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/FC/TAIHU_all_featurecounts.txt" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_1_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_1_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_1_3.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_2_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_2_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_2_3.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_3_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_3_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_3_3.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_4_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_4_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_4_3.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_5_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_5_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_5_3.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_6_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_6_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_6_3.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_7_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_7_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_7_3.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_8_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_8_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_8_3.sam" 
Geneid	Chr	Start	End	Strand	Length	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_1_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_1_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_1_3.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_2_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_2_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_2_3.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_3_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_3_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_3_3.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_4_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_4_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_4_3.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_5_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_5_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_5_3.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_6_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_6_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_6_3.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_7_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_7_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_7_3.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_8_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_8_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_8_3.sam
lcl|PP681324.1_cds_XLE98535.1_60.1	lcl|PP681324.1_cds_XLE98535.1_60	1	177	+	177	524	767	20	320	279	18	416	476	6	466	12	21	336	106	213	60	52	23	152	197	196	153	127	2
lcl|PP681324.1_cds_XLE98538.1_63.1	lcl|PP681324.1_cds_XLE98538.1_63	1	177	+	177	2	10	0	11	8	0	2	12	0	16	0	2	2	2	6	23	6	0	6	0	15	10	24	0
lcl|PP681324.1_cds_XLE98539.1_64.1	lcl|PP681324.1_cds_XLE98539.1_64	1	1209	+	1209	40426	70095	46981	28817	21490	28024	26131	35370	30030	55989	44361	48505	20056	8293	15078	8315	7017	12617	9876	14386	14823	13078	9148	11264
lcl|PP681324.1_cds_XLE98540.1_65.1	lcl|PP681324.1_cds_XLE98540.1_65	1	315	+	315	36	22	3	54	30	28	28	13	6	28	3	15	16	10	54	27	44	26	19	16	9	15	11	8
lcl|PP681324.1_cds_XLE98541.1_66.1	lcl|PP681324.1_cds_XLE98541.1_66	1	690	+	690	147	67	64	242	182	210	90	129	64	107	110	112	104	100	346	537	425	371	115	153	127	223	192	213
lcl|PP681324.1_cds_XLE98542.1_67.1	lcl|PP681324.1_cds_XLE98542.1_67	1	246	+	246	24	15	14	16	26	6	14	32	6	24	3	5	20	20	22	46	30	14	30	10	25	11	56	8
lcl|PP681324.1_cds_XLE98543.1_68.1	lcl|PP681324.1_cds_XLE98543.1_68	1	411	+	411	24	47	13	48	48	14	32	44	13	66	11	3	35	38	40	102	43	37	47	40	54	43	55	17
lcl|PP681324.1_cds_XLE98544.1_69.1	lcl|PP681324.1_cds_XLE98544.1_69	1	435	+	435	79	47	52	235	235	196	91	143	42	26	98	49	32	93	181	288	164	203	77	68	64	122	83	160
lcl|PP681324.1_cds_XLE98547.1_72.1	lcl|PP681324.1_cds_XLE98547.1_72	1	252	+	252	15	8	3	15	7	12	83	44	21	69	7	25	18	24	31	16	8	44	26	51	29	51	7	20
lcl|PP681324.1_cds_XLE98548.1_73.1	lcl|PP681324.1_cds_XLE98548.1_73	1	1044	+	1044	255	201	196	590	528	573	263	271	245	553	334	376	156	310	1473	773	675	1157	163	294	293	739	507	530
lcl|PP681324.1_cds_XLE98549.1_74.1	lcl|PP681324.1_cds_XLE98549.1_74	1	309	+	309	33	25	5	48	38	15	11	38	5	18	33	27	35	49	64	54	41	45	25	22	42	56	47	18
lcl|PP681324.1_cds_XLE98550.1_75.1	lcl|PP681324.1_cds_XLE98550.1_75	1	630	+	630	63	33	17	56	27	28	52	71	18	100	21	48	32	57	137	89	50	82	29	30	25	118	61	86
lcl|PP681324.1_cds_XLE98551.1_76.1	lcl|PP681324.1_cds_XLE98551.1_76	1	360	+	360	18	6	2	24	2	1	31	39	3	0	5	10	18	17	32	18	3	19	10	5	9	18	27	19
lcl|PP681324.1_cds_XLE98555.1_80.1	lcl|PP681324.1_cds_XLE98555.1_80	1	5058	+	5058	179	176	135	480	460	459	166	172	137	416	225	263	111	294	751	576	652	871	161	182	193	492	338	377
lcl|PP681324.1_cds_XLE98556.1_81.1	lcl|PP681324.1_cds_XLE98556.1_81	1	789	+	789	3	3	0	9	11	7	11	6	0	8	1	2	6	5	25	26	7	18	0	3	2	10	21	7
lcl|PP681324.1_cds_XLE98558.1_83.1	lcl|PP681324.1_cds_XLE98558.1_83	1	516	+	516	22	8	9	37	38	42	6	6	12	4	18	9	24	6	54	61	25	64	17	12	12	26	18	7
lcl|PP681324.1_cds_XLE98559.1_84.1	lcl|PP681324.1_cds_XLE98559.1_84	1	324	+	324	2	0	2	0	0	7	6	4	0	2	0	2	6	2	10	4	0	0	2	0	0	10	0	4
lcl|PP681324.1_cds_XLE98560.1_85.1	lcl|PP681324.1_cds_XLE98560.1_85	1	339	+	339	4	0	3	3	4	20	0	0	0	2	1	5	1	7	7	4	6	10	2	4	0	28	12	1
lcl|PP681324.1_cds_XLE98561.1_86.1	lcl|PP681324.1_cds_XLE98561.1_86	1	2010	+	2010	3869	4939	1986	3482	2938	1693	5368	7505	3734	4506	3125	2223	2394	1874	2512	1321	957	1440	3532	4314	4482	1155	1306	700
lcl|PP681324.1_cds_XLE98562.1_87.1	lcl|PP681324.1_cds_XLE98562.1_87	1	195	+	195	22	53	22	18	31	26	23	39	32	37	33	22	14	6	21	14	5	33	16	27	37	11	3	5
lcl|PP681324.1_cds_XLE98592.1_117.1	lcl|PP681324.1_cds_XLE98592.1_117	1	3483	+	3483	327	185	114	593	666	297	193	274	114	804	288	288	255	369	857	917	834	760	229	231	187	677	750	461
lcl|PP681324.1_cds_XLE98605.1_130.1	lcl|PP681324.1_cds_XLE98605.1_130	1	1575	+	1575	101	66	35	126	156	89	66	74	15	196	125	80	93	102	353	230	199	224	50	37	49	213	286	115
lcl|PP681324.1_cds_XLE98606.1_131.1	lcl|PP681324.1_cds_XLE98606.1_131	1	1971	+	1971	343	193	133	439	407	308	127	178	61	967	409	494	194	349	823	776	699	767	148	157	167	720	862	508
lcl|PP681324.1_cds_XLE98614.1_139.1	lcl|PP681324.1_cds_XLE98614.1_139	1	8700	+	8700	1382	913	498	2611	2353	1204	891	930	355	3441	1317	1342	1020	1365	4454	3866	3515	3491	761	867	815	2840	3193	1745
lcl|PP681324.1_cds_XLE98623.1_148.1	lcl|PP681324.1_cds_XLE98623.1_148	1	210	+	210	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	6	1	1
lcl|PP681324.1_cds_XLE98629.1_154.1	lcl|PP681324.1_cds_XLE98629.1_154	1	411	+	411	179	143	65	220	163	109	51	95	17	123	60	71	66	82	95	114	83	81	33	56	61	142	137	101
lcl|PP681324.1_cds_XLE98630.1_155.1	lcl|PP681324.1_cds_XLE98630.1_155	1	363	+	363	169	122	77	163	86	91	77	71	64	99	35	64	25	46	74	138	88	141	53	48	66	55	53	38
lcl|PP681324.1_cds_XLE98631.1_156.1	lcl|PP681324.1_cds_XLE98631.1_156	1	189	+	189	7	18	6	22	28	18	3	5	4	36	13	14	9	26	30	23	17	10	2	0	7	30	25	10
lcl|PP681324.1_cds_XLE98634.1_159.1	lcl|PP681324.1_cds_XLE98634.1_159	1	162	+	162	10	3	2	13	2	0	4	4	0	0	2	0	7	2	3	4	6	2	0	2	4	30	5	2
lcl|PP681324.1_cds_XLE98638.1_163.1	lcl|PP681324.1_cds_XLE98638.1_163	1	258	+	258	6	7	8	21	27	14	12	9	0	10	5	15	6	8	63	9	8	9	0	2	6	27	20	9
lcl|PP681324.1_cds_XLE98639.1_164.1	lcl|PP681324.1_cds_XLE98639.1_164	1	210	+	210	12	2	2	20	23	9	0	10	5	9	0	1	1	8	7	14	7	9	3	10	0	5	21	8
lcl|PP681324.1_cds_XLE98640.1_165.1	lcl|PP681324.1_cds_XLE98640.1_165	1	237	+	237	4	4	6	9	4	5	6	4	2	3	2	3	1	5	6	5	10	2	0	8	2	2	18	3
lcl|PP681324.1_cds_XLE98641.1_166.1	lcl|PP681324.1_cds_XLE98641.1_166	1	228	+	228	14	0	2	12	17	6	0	0	0	0	4	2	15	5	0	37	21	28	0	0	8	3	22	10
lcl|PP681324.1_cds_XLE98642.1_167.1	lcl|PP681324.1_cds_XLE98642.1_167	1	195	+	195	2	2	1	2	1	2	0	0	1	2	0	3	2	3	15	8	2	2	0	1	0	0	2	5
lcl|PP681324.1_cds_XLE98646.1_171.1	lcl|PP681324.1_cds_XLE98646.1_171	1	192	+	192	4	0	1	0	2	1	0	0	0	0	0	0	0	0	11	3	2	0	0	4	2	0	0	1
lcl|PP681324.1_cds_XLE98647.1_172.1	lcl|PP681324.1_cds_XLE98647.1_172	1	189	+	189	0	4	0	0	0	0	0	0	0	2	0	2	0	4	7	6	0	0	0	2	0	4	10	0
lcl|PP681324.1_cds_XLE98648.1_173.1	lcl|PP681324.1_cds_XLE98648.1_173	1	180	+	180	6	2	1	8	11	20	7	3	1	8	9	5	7	11	14	16	14	24	5	7	6	4	26	4
lcl|PP681324.1_cds_XLE98651.1_176.1	lcl|PP681324.1_cds_XLE98651.1_176	1	198	+	198	1	1	2	6	8	3	2	1	2	5	3	6	0	1	20	13	7	32	4	2	1	3	1	6
lcl|PP681324.1_cds_XLE98652.1_177.1	lcl|PP681324.1_cds_XLE98652.1_177	1	240	+	240	12	8	7	12	19	11	2	3	3	7	9	11	5	3	16	11	19	17	5	0	3	7	8	10
lcl|PP681324.1_cds_XLE98653.1_178.1	lcl|PP681324.1_cds_XLE98653.1_178	1	195	+	195	0	0	0	0	0	1	2	1	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0
lcl|PP681324.1_cds_XLE98656.1_181.1	lcl|PP681324.1_cds_XLE98656.1_181	1	417	+	417	48	13	24	46	43	36	49	45	22	40	19	24	15	15	104	118	89	79	22	40	56	17	38	48
lcl|PP681324.1_cds_XLE98657.1_182.1	lcl|PP681324.1_cds_XLE98657.1_182	1	327	+	327	15	4	7	56	34	12	21	15	8	60	31	21	16	20	52	57	40	29	2	10	5	34	40	17
lcl|PP681324.1_cds_XLE98658.1_183.1	lcl|PP681324.1_cds_XLE98658.1_183	1	291	+	291	100	46	55	22	12	18	34	9	1	18	15	17	54	31	63	15	18	34	8	18	12	38	54	31
lcl|PP681324.1_cds_XLE98664.1_189.1	lcl|PP681324.1_cds_XLE98664.1_189	1	306	+	306	32	38	15	35	27	15	10	34	9	19	15	8	25	18	24	8	29	21	6	24	7	2	11	11
lcl|PP681324.1_cds_XLE98665.1_190.1	lcl|PP681324.1_cds_XLE98665.1_190	1	267	+	267	153	334	45	180	109	43	146	209	59	149	5	28	72	155	112	90	55	120	84	139	91	118	58	12
lcl|PP681324.1_cds_XLE98672.1_197.1	lcl|PP681324.1_cds_XLE98672.1_197	1	690	+	690	374	288	316	829	912	687	462	551	302	1015	565	691	216	432	1231	1159	1164	1236	352	497	483	784	820	856
lcl|PP681324.1_cds_XLE98675.1_200.1	lcl|PP681324.1_cds_XLE98675.1_200	1	579	+	579	106	14	27	233	206	121	80	56	16	783	103	158	69	51	45	405	300	181	30	63	22	345	226	177
lcl|PP681324.1_cds_XLE98679.1_204.1	lcl|PP681324.1_cds_XLE98679.1_204	1	363	+	363	785	1022	827	1178	938	818	1094	1300	1047	1046	1118	984	500	416	703	588	455	513	589	736	711	379	355	245
lcl|PP681324.1_cds_XLE98680.1_205.1	lcl|PP681324.1_cds_XLE98680.1_205	1	375	+	375	850	498	493	1659	2144	1725	371	462	272	1927	1181	1409	439	482	2627	2146	1886	2783	306	395	415	1831	1777	1498
lcl|PP681322.1_cds_XLE98067.1_11.1	lcl|PP681322.1_cds_XLE98067.1_11	1	678	+	678	14	12	3	46	35	1	30	37	0	74	0	3	10	6	39	57	40	8	11	22	8	21	6	1
lcl|PP681322.1_cds_XLE98068.1_12.1	lcl|PP681322.1_cds_XLE98068.1_12	1	345	+	345	53	41	22	142	61	51	147	106	28	201	18	66	19	24	104	119	62	109	35	44	46	58	72	34
lcl|PP681322.1_cds_XLE98082.1_26.1	lcl|PP681322.1_cds_XLE98082.1_26	1	114	+	114	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0
lcl|PP681322.1_cds_XLE98094.1_38.1	lcl|PP681322.1_cds_XLE98094.1_38	1	297	+	297	16	11	0	13	11	8	19	23	5	32	13	14	4	12	28	7	15	12	10	7	6	21	20	12
lcl|PP681322.1_cds_XLE98095.1_39.1	lcl|PP681322.1_cds_XLE98095.1_39	1	552	+	552	64	54	21	34	31	24	63	99	29	31	2	2	24	34	64	43	12	45	61	87	98	26	35	25
lcl|PP681322.1_cds_XLE98096.1_40.1	lcl|PP681322.1_cds_XLE98096.1_40	1	546	+	546	116	67	48	140	121	71	102	181	35	62	18	19	66	39	51	116	109	174	56	60	107	24	42	26
lcl|PP681322.1_cds_XLE98103.1_47.1	lcl|PP681322.1_cds_XLE98103.1_47	1	753	+	753	38	49	8	22	10	2	30	18	5	37	25	17	37	34	111	28	8	69	20	9	16	68	77	40
lcl|PP681322.1_cds_XLE98110.1_54.1	lcl|PP681322.1_cds_XLE98110.1_54	1	165	+	165	6	8	0	50	39	3	26	53	1	117	1	1	6	27	57	24	8	1	18	11	21	34	53	2
lcl|PP681322.1_cds_XLE98113.1_57.1	lcl|PP681322.1_cds_XLE98113.1_57	1	180	+	180	2	0	0	2	5	2	1	0	0	1	2	2	7	0	0	12	6	0	0	0	3	0	1	5
lcl|PP681322.1_cds_XLE98116.1_60.1	lcl|PP681322.1_cds_XLE98116.1_60	1	513	+	513	155	68	91	213	140	110	69	156	19	205	80	84	83	155	669	185	120	159	95	87	101	158	378	138
lcl|PP681322.1_cds_XLE98117.1_61.1	lcl|PP681322.1_cds_XLE98117.1_61	1	684	+	684	56	16	55	100	93	86	45	71	30	63	87	71	75	89	203	178	177	64	54	52	48	113	125	131
lcl|PP681322.1_cds_XLE98133.1_77.1	lcl|PP681322.1_cds_XLE98133.1_77	1	753	+	753	34	32	34	78	101	109	27	52	34	81	67	68	25	51	242	120	71	117	27	55	63	82	61	83
lcl|PP681322.1_cds_XLE98136.1_80.1	lcl|PP681322.1_cds_XLE98136.1_80	1	405	+	405	3	12	7	13	8	20	3	0	2	4	12	7	6	0	43	26	10	8	2	12	6	2	10	3
lcl|PP681322.1_cds_XLE98179.1_123.1	lcl|PP681322.1_cds_XLE98179.1_123	1	2541	+	2541	658	446	297	1100	1104	703	446	506	203	1393	752	686	388	679	2018	1783	1635	1575	394	496	493	1441	1539	930
lcl|PP681322.1_cds_XLE98186.1_130.1	lcl|PP681322.1_cds_XLE98186.1_130	1	471	+	471	243	158	90	356	351	180	58	114	59	583	243	252	181	178	622	622	665	639	139	104	108	502	509	315
lcl|PP681322.1_cds_XLE98239.1_183.1	lcl|PP681322.1_cds_XLE98239.1_183	1	537	+	537	101	157	66	118	96	59	97	113	75	66	52	45	69	134	177	98	72	83	72	100	90	54	45	36
lcl|PP681322.1_cds_XLE98258.1_202.1	lcl|PP681322.1_cds_XLE98258.1_202	1	1293	+	1293	510	244	235	806	734	548	294	336	195	1117	277	459	274	437	916	1158	986	608	250	260	211	789	498	592
lcl|PP681321.1_cds_XLE97859.1_11.1	lcl|PP681321.1_cds_XLE97859.1_11	1	603	+	603	208	218	6	152	76	4	339	327	11	326	1	2	159	57	72	40	18	8	68	99	103	21	42	2
lcl|PP681321.1_cds_XLE97884.1_36.1	lcl|PP681321.1_cds_XLE97884.1_36	1	246	+	246	5	8	4	4	6	2	14	4	7	0	2	0	9	5	19	6	4	2	2	2	1	11	6	6
lcl|PP681321.1_cds_XLE97924.1_76.1	lcl|PP681321.1_cds_XLE97924.1_76	1	819	+	819	4	7	4	6	11	2	11	5	0	36	0	1	1	2	18	19	14	3	2	12	4	11	15	2
lcl|PP681321.1_cds_XLE97925.1_77.1	lcl|PP681321.1_cds_XLE97925.1_77	1	153	+	153	0	0	0	2	0	0	0	2	0	0	0	0	0	0	6	0	2	0	0	0	0	0	2	0
lcl|PP681321.1_cds_XLE97928.1_80.1	lcl|PP681321.1_cds_XLE97928.1_80	1	324	+	324	11	6	5	27	17	13	14	6	2	14	11	8	8	9	8	47	9	23	7	8	5	10	18	21
lcl|PP681321.1_cds_XLE97929.1_81.1	lcl|PP681321.1_cds_XLE97929.1_81	1	339	+	339	0	0	0	3	6	0	3	0	0	1	0	0	0	2	39	8	0	4	4	0	0	12	2	1
lcl|PP681321.1_cds_XLE97930.1_82.1	lcl|PP681321.1_cds_XLE97930.1_82	1	627	+	627	4	2	1	76	60	7	38	28	10	102	14	8	10	22	34	69	88	40	29	35	46	67	53	7
lcl|PP681321.1_cds_XLE97933.1_85.1	lcl|PP681321.1_cds_XLE97933.1_85	1	966	+	966	179	192	49	120	33	57	218	328	134	64	30	25	114	231	206	185	179	190	148	206	205	140	192	82
lcl|PP681321.1_cds_XLE97996.1_148.1	lcl|PP681321.1_cds_XLE97996.1_148	1	519	+	519	85	58	31	108	98	56	54	73	36	64	34	25	65	71	97	89	64	77	28	40	44	45	66	25
lcl|PP681321.1_cds_XLE98056.1_208.1	lcl|PP681321.1_cds_XLE98056.1_208	1	819	+	819	1050	566	456	1940	2306	1336	739	896	375	2852	952	1295	621	779	2654	2300	2102	2373	526	452	547	2174	2051	1387
lcl|PP395641.1_cds_WWT39929.1_1.1	lcl|PP395641.1_cds_WWT39929.1_1	1	207	+	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP395641.1_cds_WWT39930.1_2.1	lcl|PP395641.1_cds_WWT39930.1_2	1	435	+	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP395641.1_cds_WWT39931.1_3.1	lcl|PP395641.1_cds_WWT39931.1_3	1	354	+	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP395641.1_cds_WWT39932.1_4.1	lcl|PP395641.1_cds_WWT39932.1_4	1	366	+	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP395641.1_cds_WWT39933.1_5.1	lcl|PP395641.1_cds_WWT39933.1_5	1	1311	+	1311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP395641.1_cds_WWT39934.1_6.1	lcl|PP395641.1_cds_WWT39934.1_6	1	255	+	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP395641.1_cds_WWT39935.1_7.1	lcl|PP395641.1_cds_WWT39935.1_7	1	588	+	588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP395641.1_cds_WWT39936.1_8.1	lcl|PP395641.1_cds_WWT39936.1_8	1	1263	+	1263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP395641.1_cds_WWT39937.1_9.1	lcl|PP395641.1_cds_WWT39937.1_9	1	198	+	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP395641.1_cds_WWT39938.1_10.1	lcl|PP395641.1_cds_WWT39938.1_10	1	1344	+	1344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP395641.1_cds_WWT39939.1_11.1	lcl|PP395641.1_cds_WWT39939.1_11	1	1086	+	1086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP395641.1_cds_WWT39940.1_12.1	lcl|PP395641.1_cds_WWT39940.1_12	1	675	+	675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP395641.1_cds_WWT39941.1_13.1	lcl|PP395641.1_cds_WWT39941.1_13	1	873	+	873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP395641.1_cds_WWT39942.1_14.1	lcl|PP395641.1_cds_WWT39942.1_14	1	399	+	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP395641.1_cds_WWT39943.1_15.1	lcl|PP395641.1_cds_WWT39943.1_15	1	1185	+	1185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP395641.1_cds_WWT39944.1_16.1	lcl|PP395641.1_cds_WWT39944.1_16	1	633	+	633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP395641.1_cds_WWT39945.1_17.1	lcl|PP395641.1_cds_WWT39945.1_17	1	918	+	918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP395641.1_cds_WWT39946.1_18.1	lcl|PP395641.1_cds_WWT39946.1_18	1	552	+	552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP395641.1_cds_WWT39947.1_19.1	lcl|PP395641.1_cds_WWT39947.1_19	1	363	+	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP395641.1_cds_WWT39948.1_20.1	lcl|PP395641.1_cds_WWT39948.1_20	1	309	+	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP395641.1_cds_WWT39949.1_21.1	lcl|PP395641.1_cds_WWT39949.1_21	1	426	+	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP395641.1_cds_WWT39950.1_22.1	lcl|PP395641.1_cds_WWT39950.1_22	1	177	+	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP395641.1_cds_WWT39951.1_23.1	lcl|PP395641.1_cds_WWT39951.1_23	1	702	+	702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP395641.1_cds_WWT39952.1_24.1	lcl|PP395641.1_cds_WWT39952.1_24	1	414	+	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP395641.1_cds_WWT39953.1_25.1	lcl|PP395641.1_cds_WWT39953.1_25	1	456	+	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP395641.1_cds_WWT39954.1_26.1	lcl|PP395641.1_cds_WWT39954.1_26	1	156	+	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP395641.1_cds_WWT39955.1_27.1	lcl|PP395641.1_cds_WWT39955.1_27	1	4665	+	4665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP395641.1_cds_WWT39956.1_28.1	lcl|PP395641.1_cds_WWT39956.1_28	1	657	+	657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
